model_name_raw,baseline_core6_index_0_100,baseline_rank,best_rank_across_bbh_loo,worst_rank_across_bbh_loo,median_rank_across_bbh_loo,max_abs_rank_shift,task_at_max_abs_rank_shift,top_n_cutoff,top_n_count_across_bbh_loo,bbh_leaf_task_n
sometimesanotion/Qwentessential-14B-v1,89.23376017675457,17,14,18,17.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
pankajmathur/orca_mini_phi-4,88.16186810697538,26,24,29,26.0,3,leaderboard_bbh_causal_judgement,100,24,24
hotmailuser/QwenSlerp-14B,87.73192320298465,33,30,33,33.0,3,leaderboard_bbh_causal_judgement,100,24,24
sometimesanotion/Qwenvergence-14B-v8,87.1477683746059,39,36,40,38.0,3,leaderboard_bbh_hyperbaton,100,24,24
CultriX/Qwen2.5-14B-Hyperionv5,86.78305606403207,45,42,47,46.0,3,leaderboard_bbh_causal_judgement,100,24,24
CultriX/Qwen2.5-14B-Broca,85.78168366481282,60,57,62,60.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
sometimesanotion/Qwenvergence-14B-v3-Prose,85.78100075237614,61,58,63,61.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
mlx-community/Mistral-Small-24B-Instruct-2501-bf16,85.67915891710406,62,59,65,62.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
allknowingroger/QwenSlerp4-14B,85.63605780432401,63,60,65,63.0,3,leaderboard_bbh_disambiguation_qa,100,24,24
Daemontatox/PathFinderAI2.0,85.05378038455157,72,69,74,71.0,3,leaderboard_bbh_logical_deduction_seven_objects,100,24,24
allknowingroger/QwenStock1-14B,84.84866762408967,76,75,79,76.5,3,leaderboard_bbh_web_of_lies,100,24,24
Quazim0t0/Phi4Basis-14B-sce,84.70868788051625,81,78,83,81.0,3,leaderboard_bbh_geometric_shapes,100,24,24
allknowingroger/Gemma2Slerp4-27B,83.64458110293634,96,93,96,96.0,3,leaderboard_bbh_object_counting,100,24,24
SicariusSicariiStuff/Phi-Line_14B,82.820719499708,100,97,101,100.0,3,leaderboard_bbh_causal_judgement,100,23,24
CultriX/SeQwence-14Bv2,80.7804779778442,111,108,114,111.5,3,leaderboard_bbh_hyperbaton,100,0,24
Aashraf995/Gemma-Evo-10B,80.39150201293991,117,114,118,117.0,3,leaderboard_bbh_object_counting,100,0,24
allura-org/Mistral-Small-24b-Sertraline-0304,79.92994682178013,120,117,122,120.0,3,leaderboard_bbh_web_of_lies,100,0,24
gmonsoon/gemma2-9b-sahabatai-v1-instruct-BaseTIES,78.51760958355622,127,127,130,127.0,3,leaderboard_bbh_sports_understanding,100,0,24
zelk12/MTM-Merge-gemma-2-9B,78.19503133539025,130,129,133,130.0,3,leaderboard_bbh_sports_understanding,100,0,24
abideen/MedPhi-4-14B-v1,78.07040306821786,133,131,136,132.0,3,leaderboard_bbh_movie_recommendation,100,0,24
zelk12/MT-Gen2-gemma-2-9B,77.98663178129847,134,131,136,134.0,3,leaderboard_bbh_object_counting,100,0,24
zelk12/Rv0.4DMv1t0.25-gemma-2-9B,77.9368095145792,135,132,137,135.0,3,leaderboard_bbh_object_counting,100,0,24
zelk12/MT2-Max-Merge_02012025163610-gemma-2-9B,77.91510143103483,136,133,138,136.0,3,leaderboard_bbh_object_counting,100,0,24
zelk12/MT4-Gen5-gemma-2-9B,77.75375563635082,137,135,140,137.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
zelk12/MT-Merge2-MU-gemma-2-MTg2MT1g2-9B,77.47315328009826,140,138,143,140.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
zelk12/MT2-Gen2-gemma-2-9B,77.42714459668245,141,140,144,142.0,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
Cran-May/SCE-2-24B,77.25398603525737,144,141,147,144.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
zelk12/MT2-Gen3-gemma-2-9B,76.32338966588235,158,155,161,158.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5,75.75883898902312,167,164,170,168.0,3,leaderboard_bbh_date_understanding,100,0,24
lkoenig/BBAI_7B_KoenQwenDyan,75.4818944071688,172,169,174,172.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
nbeerbower/Dumpling-Qwen2.5-14B,75.34101555922892,174,172,177,174.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
zelk12/MT3-Gen3-gemma-2-9B,75.04598988330537,178,175,180,178.0,3,leaderboard_bbh_movie_recommendation,100,0,24
Danielbrdz/Barcenas-14b-phi-4,74.84766257823217,179,178,182,179.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
marcuscedricridia/Hush-Qwen2.5-7B-v1.3,74.71369265528398,181,178,184,181.0,3,leaderboard_bbh_geometric_shapes,100,0,24
Triangle104/Phi4-RP-o1,74.55827277222669,183,180,186,183.0,3,leaderboard_bbh_geometric_shapes,100,0,24
Triangle104/Phi4-RP-o1-Ablit,74.4564569749913,185,183,188,185.5,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
prithivMLmods/Phi-4-Empathetic,74.18677186328641,189,187,192,189.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
zelk12/MT3-Gen5-gemma-2-9B,73.60596208773715,196,193,199,196.5,3,leaderboard_bbh_object_counting,100,0,24
sometimesanotion/Qwen2.5-7B-Gordion-v0.1-Prose,73.2670466892112,199,197,202,200.0,3,leaderboard_bbh_object_counting,100,0,24
zelk12/MT2-Gen5-gemma-2-9B,73.14292665347926,201,199,204,201.0,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
allknowingroger/Qwenslerp3-7B,73.0665600707631,202,201,205,202.0,3,leaderboard_bbh_web_of_lies,100,0,24
zelk12/MT2-Gen4-gemma-2-9B,72.97674720233107,203,200,206,203.0,3,leaderboard_bbh_object_counting,100,0,24
bunnycore/Qwen2.5-7B-MixStock-V0.1,72.81651958236408,205,202,206,206.0,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
neopolita/jessi-v0.1-qwen2.5-7b-instruct,72.50382315048485,208,207,211,208.0,3,leaderboard_bbh_web_of_lies,100,0,24
lkoenig/BBAI_456_QwenKoen,72.34310646263232,210,208,213,211.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
marcuscedricridia/Hush-Qwen2.5-7B-RP-v1.4-1M,72.30096245691628,212,209,215,212.5,3,leaderboard_bbh_disambiguation_qa,100,0,24
hotmailuser/Qwen2.5-HomerSlerp-7B,71.86982360700695,218,215,221,218.5,3,leaderboard_bbh_disambiguation_qa,100,0,24
marcuscedricridia/Hush-Qwen2.5-7B-MST,70.89131077623138,232,229,234,232.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
bunnycore/Qwen-2.5-7b-S1k,70.86051661503556,233,230,234,233.0,3,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
Kukedlc/Qwen-2.5-7b-Spanish-o1-CoT,70.54135051901967,236,235,239,237.0,3,leaderboard_bbh_movie_recommendation,100,0,24
zelk12/gemma-2-S2MTM-9B,70.46744790068921,238,235,241,238.0,3,leaderboard_bbh_movie_recommendation,100,0,24
Daemontatox/Mini_QwQ,70.32497820319453,240,238,243,240.0,3,leaderboard_bbh_web_of_lies,100,0,24
Daemontatox/RA_Reasoner2.0,69.89203893492187,244,241,247,245.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
prithivMLmods/Phi-4-Math-IO,69.62276122595377,250,247,252,250.0,3,leaderboard_bbh_geometric_shapes,100,0,24
Triangle104/Mistral-Small-24b-Harmony,69.07112433993849,259,256,262,259.0,3,leaderboard_bbh_causal_judgement,100,0,24
DreadPoor/Minus_Penus-8B-Model_Stock,68.42960944546873,269,266,270,268.0,3,leaderboard_bbh_date_understanding,100,0,24
DreadPoor/Rusted_Gold-8B-LINEAR,68.15020865238691,271,270,274,271.0,3,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
Daemontatox/Sphinx2.0,67.82281545566359,273,273,276,274.0,3,leaderboard_bbh_date_understanding,100,0,24
Daemontatox/SphinX,67.79318435200558,274,271,276,274.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
DreadPoor/Morphing-8B-Model_Stock,67.504530668089,278,275,280,278.0,3,leaderboard_bbh_geometric_shapes,100,0,24
DreadPoor/hakuchido-8B-MODEL_STOCK,67.3603165931168,279,276,282,279.0,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
SentientAGI/Dobby-Mini-Leashed-Llama-3.1-8B,67.32615955368865,280,277,282,280.0,3,leaderboard_bbh_web_of_lies,100,0,24
Daemontatox/Phi-4-COT,65.81360133185386,288,286,291,288.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
DavidAU/Gemma-The-Writer-Mighty-Sword-9B,65.56642108039048,290,287,292,290.0,3,leaderboard_bbh_object_counting,100,0,24
Daemontatox/ReasonTest,65.3804818288885,291,290,294,292.0,3,leaderboard_bbh_boolean_expressions,100,0,24
fluently-lm/Llama-TI-8B-Instruct,65.37554852191592,292,290,295,292.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
Nexesenex/Llama_3.1_8b_Smarteaz_0.2_R1,65.34727295254568,293,290,295,292.5,3,leaderboard_bbh_geometric_shapes,100,0,24
Nexesenex/Llama_3.1_8b_DobHerWild_R1_v1.1R,65.28563184907148,294,291,296,294.0,3,leaderboard_bbh_date_understanding,100,0,24
nbeerbower/Mistral-Nemo-Prism-12B,64.58696565193723,301,299,304,301.0,3,leaderboard_bbh_causal_judgement,100,0,24
khoantap/llama-linear-0.5-0.5-1-merge,63.86548660936759,307,305,310,307.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
DoppelReflEx/MN-12B-Mimicore-WhiteSnake,63.41402144784147,311,308,313,311.0,3,leaderboard_bbh_formal_fallacies,100,0,24
AuraIndustries/Aura-8B,63.22275736598845,314,311,315,313.5,3,leaderboard_bbh_date_understanding,100,0,24
SkyOrbis/SKY-Ko-Qwen2.5-7B-Instruct-SFT-step-5000,61.56121810654766,322,320,325,322.0,3,leaderboard_bbh_web_of_lies,100,0,24
DoppelReflEx/MN-12B-Mimicore-Orochi,61.14540303390944,326,323,329,327.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
FuseAI/FuseChat-Llama-3.2-3B-Instruct,57.779714731178416,369,367,372,369.0,3,leaderboard_bbh_navigate,100,0,24
DoppelReflEx/MN-12B-Kakigori,56.93853831666187,380,378,383,380.0,3,leaderboard_bbh_causal_judgement,100,0,24
bunnycore/FuseCyberMix-Qwen-2.5-7B-Instruct,56.815944313860406,381,378,384,381.0,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
agentlans/Llama3.1-8B-drill,56.69456084991409,382,380,385,382.5,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
DoppelReflEx/MN-12B-FoxFrame-test,56.48341320601196,386,383,388,385.5,3,leaderboard_bbh_temporal_sequences,100,0,24
Triangle104/DSR1-Distill-Qwen-7B-RP,55.50032932505105,398,397,401,398.0,3,leaderboard_bbh_penguins_in_a_table,100,0,24
Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.01,55.3676051474269,400,397,402,400.0,3,leaderboard_bbh_web_of_lies,100,0,24
grimjim/HuatuoSkywork-o1-Llama-3.1-8B,55.290670093121285,401,398,402,401.0,3,leaderboard_bbh_temporal_sequences,100,0,24
zelk12/MT-Merge6-gemma-2-9B,54.60283002582978,403,403,406,404.0,3,leaderboard_bbh_geometric_shapes,100,0,24
DoppelReflEx/MN-12B-WolFrame,54.58666038589294,404,403,407,404.0,3,leaderboard_bbh_causal_judgement,100,0,24
Triangle104/DS-Distilled-Hermes-Llama-3.1,54.55006401112581,406,403,407,405.0,3,leaderboard_bbh_date_understanding,100,0,24
fluently-lm/Llama-TI-8B,54.08494365626774,408,407,411,408.0,3,leaderboard_bbh_object_counting,100,0,24
AGI-0/smartllama3.1-8B-001,54.05403932552553,409,407,412,409.0,3,leaderboard_bbh_object_counting,100,0,24
tugstugi/Qwen2.5-7B-Instruct-QwQ-v0.1,53.86830174382763,410,408,413,410.0,3,leaderboard_bbh_date_understanding,100,0,24
Hastagaras/Llama-3.1-Jamet-8B-MK.I,53.75579597006155,412,409,414,412.0,3,leaderboard_bbh_object_counting,100,0,24
Ahdoot/Test_StealthThinker,53.67849727271542,413,410,416,412.0,3,leaderboard_bbh_temporal_sequences,100,0,24
Daemontatox/RA2.0,53.503597272103086,414,411,417,414.0,3,leaderboard_bbh_boolean_expressions,100,0,24
Azure99/Blossom-V6-14B,53.45480863316077,415,412,417,415.0,3,leaderboard_bbh_causal_judgement,100,0,24
DavidAU/Gemma-The-Writer-DEADLINE-10B,53.37394311256562,416,413,418,416.0,3,leaderboard_bbh_movie_recommendation,100,0,24
rsh345/mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B,53.28316864222926,417,414,418,416.0,3,leaderboard_bbh_date_understanding,100,0,24
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,52.95506335748197,418,417,421,418.5,3,leaderboard_bbh_movie_recommendation,100,0,24
DoppelReflEx/MN-12B-Mimicore-Orochi-v3-Experiment,52.94762795296134,419,417,422,419.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
prithivMLmods/Llama-3.1-8B-Open-SFT,52.87752012685001,420,417,423,420.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
DoppelReflEx/MN-12B-LilithFrame-Experiment-2,52.71618551239644,421,419,424,422.0,3,leaderboard_bbh_movie_recommendation,100,0,24
sethuiyer/Llama-3.1-8B-Experimental-1208-Instruct,52.71342365985483,422,419,424,421.0,3,leaderboard_bbh_snarks,100,0,24
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B,52.4565203338731,424,421,426,424.0,3,leaderboard_bbh_web_of_lies,100,0,24
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Mad-Scientist-24B,51.38825888532876,427,427,430,427.0,3,leaderboard_bbh_geometric_shapes,100,0,24
DoppelReflEx/MN-12B-Mimicore-WhiteSnake-v2-Experiment-2,51.26191076106924,428,427,431,428.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
DoppelReflEx/MN-12B-Mimicore-WhiteSnake-v2-Experiment-4,51.26191076106924,429,428,432,429.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
mukaj/Llama-3.1-Hawkish-8B,51.070862724842776,430,427,432,430.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
theo77186/Qwen2.5-Coder-7B-Instruct-20241106,50.74117604883727,434,431,437,434.5,3,leaderboard_bbh_boolean_expressions,100,0,24
netcat420/Qwen2.5-Coder-Scholar-7B-Abliterated-MFANN,50.69636255477485,435,432,438,435.0,3,leaderboard_bbh_geometric_shapes,100,0,24
allenai/Llama-3.1-Tulu-3-8B-SFT,49.44461748411354,448,447,451,448.0,3,leaderboard_bbh_movie_recommendation,100,0,24
allknowingroger/Gemma2Slerp1-2.6B,49.19527877904249,451,449,454,451.0,3,leaderboard_bbh_formal_fallacies,100,0,24
zelk12/MT-Gen6-gemma-2-9B,49.17570809651943,452,449,454,452.5,3,leaderboard_bbh_causal_judgement,100,0,24
netcat420/MFANN-Llama3.1-Abliterated-SLERP-TIES-V3,48.84607625144155,456,453,457,456.0,3,leaderboard_bbh_movie_recommendation,100,0,24
Dans-DiscountModels/mistral-7b-test-merged,47.12073580575993,467,464,469,467.0,3,leaderboard_bbh_formal_fallacies,100,0,24
T145/qwen-2.5-3B-merge-test,46.70641753293759,471,468,474,471.0,3,leaderboard_bbh_object_counting,100,0,24
DreadPoor/Rusted_Platinum-8B-Model_Stock,46.356421470219125,473,471,476,474.0,3,leaderboard_bbh_causal_judgement,100,0,24
TIGER-Lab/AceCoder-Qwen2.5-Coder-7B-Base-Rule,46.1871509947282,476,473,479,475.5,3,leaderboard_bbh_geometric_shapes,100,0,24
EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Logic,46.14815917514007,477,474,478,476.0,3,leaderboard_bbh_causal_judgement,100,0,24
sabersalehk/Llama3-001-300,45.575891843443,483,481,486,482.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
DoppelReflEx/MN-12B-Mimicore-WhiteSnake-v2-Experiment-1,45.24669004474325,486,485,489,486.0,3,leaderboard_bbh_logical_deduction_five_objects,100,0,24
BlackBeenie/Neos-Llama-3.1-8B,45.21307748819876,487,484,489,487.0,3,leaderboard_bbh_navigate,100,0,24
sabersalehk/Llama3_01_300,45.1837491079591,488,485,489,487.0,3,leaderboard_bbh_boolean_expressions,100,0,24
Epiculous/Violet_Twilight-v0.2,43.67219249342696,496,493,499,497.0,3,leaderboard_bbh_boolean_expressions,100,0,24
tiiuae/Falcon3-3B-Base,42.84163965473133,504,501,505,503.5,3,leaderboard_bbh_temporal_sequences,100,0,24
GenVRadmin/llama38bGenZ_Vikas-Merged,42.7806262044821,505,502,505,505.0,3,leaderboard_bbh_temporal_sequences,100,0,24
bunnycore/Qwen-2.5-7B-Deep-Stock-v5,42.198663880207214,507,506,510,507.0,3,leaderboard_bbh_formal_fallacies,100,0,24
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored,42.10971282275198,509,506,511,508.0,3,leaderboard_bbh_hyperbaton,100,0,24
noname0202/gemma-2-9b-sft-jp-en-zh-v2,42.016431731463605,510,507,512,509.5,3,leaderboard_bbh_formal_fallacies,100,0,24
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,41.876789896583205,511,510,514,511.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
suayptalha/Komodo-Llama-3.2-3B-v2-fp16,40.84679865201088,522,520,525,522.0,3,leaderboard_bbh_temporal_sequences,100,0,24
tianyil1/MistralForCausalLM_Cal_DPO,40.82717812115416,523,520,526,522.0,3,leaderboard_bbh_snarks,100,0,24
Hastagaras/Zabuza-8B-Llama-3.1,40.57545422648581,525,523,528,525.0,3,leaderboard_bbh_object_counting,100,0,24
mobiuslabsgmbh/DeepSeek-R1-ReDistill-Qwen-7B-v1.1,40.49105414533606,526,524,529,526.0,3,leaderboard_bbh_temporal_sequences,100,0,24
bunnycore/Llama-3.2-3B-Long-Think,40.262606369486,529,526,530,529.0,3,leaderboard_bbh_object_counting,100,0,24
Danielbrdz/Barcenas-R1-Qwen-1.5b,39.08858765342431,537,534,539,537.0,3,leaderboard_bbh_web_of_lies,100,0,24
godlikehhd/ifd_new_correct_all_sample_2500_qwen,38.17486478246658,544,542,547,544.0,3,leaderboard_bbh_web_of_lies,100,0,24
mobiuslabsgmbh/DeepSeek-R1-ReDistill-Llama3-8B-v1.1,38.02717992001802,546,543,549,546.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
DavidAU/DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B,37.88974795225523,548,545,548,548.0,3,leaderboard_bbh_navigate,100,0,24
Dans-DiscountModels/12b-mn-dans-reasoning-test-2,36.96208559710004,550,550,553,550.0,3,leaderboard_bbh_causal_judgement,100,0,24
Triangle104/RomboHermes3-R1-Llama3.2-3b,36.59075798638744,554,552,557,553.0,3,leaderboard_bbh_date_understanding,100,0,24
DeepMount00/Qwen2-1.5B-Ita_v6,36.39837034527508,557,554,557,556.0,3,leaderboard_bbh_date_understanding,100,0,24
tinycompany/ShawtyIsBad-nomic1.5,35.845655578377325,560,559,563,560.0,3,leaderboard_bbh_web_of_lies,100,0,24
EpistemeAI/Reasoning-Llama-3.1-CoT-RE1-NMT,35.58748687404374,563,560,565,563.0,3,leaderboard_bbh_web_of_lies,100,0,24
tinycompany/ShawtyIsBad-e5-large,35.558249322586384,564,561,565,563.0,3,leaderboard_bbh_geometric_shapes,100,0,24
unsloth/Llama-3.2-1B-Instruct-no-system-message,32.32886425713021,576,574,579,576.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
noname0202/llama-math-1b-r32-test,32.081995274200416,578,577,581,579.0,3,leaderboard_bbh_object_counting,100,0,24
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,31.908089059065396,582,580,585,583.0,3,leaderboard_bbh_disambiguation_qa,100,0,24
EpistemeAI/Fireball-R1-Llama-3.1-8B,31.76421911624424,585,582,586,584.0,3,leaderboard_bbh_snarks,100,0,24
noname0202/llama-math-1b-r16-0to512tokens-test,31.0685157409596,588,587,591,588.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
braindao/DeepSeek-R1-Distill-Qwen-7B-Reflective,31.028552938692428,589,587,592,589.0,3,leaderboard_bbh_temporal_sequences,100,0,24
Triangle104/Llama3.1-Allades-Lit-8b,30.6833741497304,593,590,595,593.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
AI4free/Dhanishtha,30.471196197267044,595,592,596,595.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
Dongwei/DeepSeek-R1-Distill-Qwen-7B-GRPO,26.34659925105544,613,612,616,613.0,3,leaderboard_bbh_geometric_shapes,100,0,24
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,26.33741651459997,614,613,617,614.0,3,leaderboard_bbh_geometric_shapes,100,0,24
sumink/Qwenftmodel,26.28614458113356,615,612,617,615.0,3,leaderboard_bbh_navigate,100,0,24
bunnycore/Qwen2.5-7B-Sky-R1-Mini,25.2493426258382,620,619,623,620.5,3,leaderboard_bbh_web_of_lies,100,0,24
ModelSpace/GemmaX2-28-9B-v0.1,25.19596291544494,622,619,623,622.0,3,leaderboard_bbh_web_of_lies,100,0,24
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,25.08553260255429,623,620,623,623.0,3,leaderboard_bbh_snarks,100,0,24
shivank21/mistral_dpo_self,23.57943131110344,628,626,631,628.0,3,leaderboard_bbh_object_counting,100,0,24
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,23.191606124146983,633,630,633,633.0,3,leaderboard_bbh_temporal_sequences,100,0,24
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,21.78085792019788,642,639,644,642.0,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,21.43365227942959,646,643,648,645.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
Daemontatox/TinySphinx,21.194297521682135,647,646,650,648.0,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,20.96323124956687,651,648,654,650.0,3,leaderboard_bbh_boolean_expressions,100,0,24
oopere/pruned40-llama-3.2-1B,20.887348489070657,652,649,655,652.0,3,leaderboard_bbh_formal_fallacies,100,0,24
FlofloB/10k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,20.756868312637657,655,652,657,655.0,3,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,20.432397741902903,659,656,660,659.0,3,leaderboard_bbh_formal_fallacies,100,0,24
sumink/bbhqwen4,19.568479379100605,664,663,667,664.5,3,leaderboard_bbh_snarks,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-1ep_0alp_0lam,19.248132674983896,669,668,672,669.0,3,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_1ep_0alp_0lam,18.519499181776844,689,687,692,689.5,3,leaderboard_bbh_navigate,100,0,24
KingNish/qwen-1b-continued-v2.2,17.019408786374346,737,734,740,738.0,3,leaderboard_bbh_causal_judgement,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_1ep_0alp_0lam,16.831172307119257,743,740,744,743.0,3,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
EleutherAI/pythia-1b,16.289139207058916,754,751,756,754.0,3,leaderboard_bbh_navigate,100,0,24
JayHyeon/Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,16.027160690629504,756,753,758,757.0,3,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
Nexesenex/Llama_3.2_1b_Sydonia_0.1,16.013885357204984,757,755,760,757.0,3,leaderboard_bbh_snarks,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-4,15.804813594750138,759,758,762,760.0,3,leaderboard_bbh_hyperbaton,100,0,24
Amaorynho/BBAI270V4,14.280818506696448,770,769,773,770.0,3,leaderboard_bbh_navigate,100,0,24
Sakalti/Qwen2.5-1B-Instruct,11.883264107089076,785,782,786,785.0,3,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
Tarek07/Thalassic-Alpha-LLaMa-70B,89.34497394257791,16,15,18,16.0,2,leaderboard_bbh_sports_understanding,100,24,24
lars1234/Mistral-Small-24B-Instruct-2501-writer,88.64491971229681,21,19,22,21.0,2,leaderboard_bbh_formal_fallacies,100,24,24
sometimesanotion/Qwentinuum-14B-v6,88.41344932466914,23,21,24,23.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
hotmailuser/QwenSlerp2-14B,88.33938972952107,24,23,26,24.0,2,leaderboard_bbh_sports_understanding,100,24,24
hotmailuser/QwenStock1-14B,88.14664727640604,27,25,29,27.0,2,leaderboard_bbh_boolean_expressions,100,24,24
CultriX/Qwen2.5-14B-Ultimav2,88.1154422738615,28,26,29,28.0,2,leaderboard_bbh_causal_judgement,100,24,24
Baptiste-HUVELLE-10/LeTriomphant2.2_ECE_iLAB,87.8418726144646,31,30,33,30.0,2,leaderboard_bbh_sports_understanding,100,24,24
sometimesanotion/Qwentinuum-14B-v7,87.7365548759011,32,30,33,32.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
Cran-May/tempmotacilla-cinerea-0308,87.34873840669887,35,34,37,35.0,2,leaderboard_bbh_web_of_lies,100,24,24
sometimesanotion/Qwenvergence-14B-v0.6-004-model_stock,87.31850682177419,36,34,37,36.0,2,leaderboard_bbh_boolean_expressions,100,24,24
sometimesanotion/Qwenvergence-14B-v9,87.1877846581661,37,35,39,38.0,2,leaderboard_bbh_causal_judgement,100,24,24
allknowingroger/QwenSlerp6-14B,87.01843079285042,41,39,41,41.0,2,leaderboard_bbh_disambiguation_qa,100,24,24
CultriX/Qwen2.5-14B-Hyper,86.14462212405971,55,54,57,55.0,2,leaderboard_bbh_sports_understanding,100,24,24
CultriX/Qwen2.5-14B-Brocav6,86.08871984006167,56,54,57,56.0,2,leaderboard_bbh_sports_understanding,100,24,24
sometimesanotion/Qwenvergence-14B-v3,85.46372870663276,65,63,67,65.0,2,leaderboard_bbh_causal_judgement,100,24,24
CultriX/Qwen2.5-14B-Hyperionv4,85.4501848789234,66,64,67,66.0,2,leaderboard_bbh_causal_judgement,100,24,24
CultriX/Qwestion-14B,85.16536808542917,69,68,71,69.0,2,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,24,24
CultriX/SeQwence-14B-v5,85.10089794497291,70,70,72,71.0,2,leaderboard_bbh_object_counting,100,24,24
CultriX/SeQwence-14B-EvolMergev1,85.00848188978821,73,71,74,73.0,2,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,24,24
