dataset,source_domain,indicator_a,indicator_b,pair_n,mean_abs_gap,spearman_rho,a1_macro_rank
a1,github,dsir_wiki,rps_doc_frac_unique_words,10000,0.1576508628919313,0.8166386218538284,227
a1,github,dsir_wiki,rps_doc_frac_no_alph_words,10000,0.31778859604548326,0.32751717559478566,131
a1,github,dsir_wiki,rps_doc_frac_chars_top_2gram,10000,0.3507525910250282,0.10133311260295201,10
a1,github,dsir_wiki,rps_doc_frac_chars_top_3gram,10000,0.2856519753896247,0.34591757119267197,44
a1,github,dsir_wiki,rps_lines_uppercase_letter_fraction,10000,0.3748949671937313,-0.3900364264922385,129
a1,github,dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,10000,0.3333447581650857,0.3381944911106378,109
a1,github,dsir_wiki,rps_lines_numerical_chars_fraction,10000,0.3693040630246228,-0.2701456974946826,107
a1,github,dsir_wiki,rps_doc_mean_word_length,10000,0.421871734632583,0.04081977873361619,68
a1,github,dsir_math,qurater,10000,0.34800282280891204,-0.054848699704100785,22
a1,github,dsir_math,ad_en,10000,0.2682027712186617,0.30223291276582065,97
a1,github,dsir_math,rps_doc_word_count,10000,0.468798231899692,-0.6103136858468629,197
a1,github,dsir_math,rps_doc_num_sentences,10000,0.29656274643666614,0.16287076970173328,207
a1,github,dsir_math,rps_doc_unigram_entropy,10000,0.5210157638292862,-0.8874496482150169,1
a1,github,dsir_math,rps_doc_frac_unique_words,10000,0.15354045285163465,0.8153067679291504,228
a1,github,dsir_math,rps_doc_frac_no_alph_words,10000,0.32874298745285674,0.3195327906507682,121
a1,github,dsir_math,rps_doc_frac_chars_top_2gram,10000,0.3507075815052694,0.10146263601221368,9
a1,github,dsir_math,rps_doc_frac_chars_top_3gram,10000,0.2868395816558412,0.3462547574903134,43
a1,github,dsir_math,rps_lines_uppercase_letter_fraction,10000,0.3747202830957873,-0.38669423705450207,124
a1,github,dsir_math,rps_lines_ending_with_terminal_punctution_mark,10000,0.34500505442980184,0.33264081694587583,99
a1,github,dsir_math,rps_lines_numerical_chars_fraction,10000,0.3663204336878307,-0.27063383022035103,106
a1,github,dsir_math,rps_doc_mean_word_length,10000,0.4331081604713244,0.04220553665656795,65
a1,github,qurater,ad_en,10000,0.26471045909009533,0.08283220778964881,148
a1,github,qurater,rps_doc_word_count,10000,0.2548932100087987,0.18098896264086395,51
a1,github,qurater,rps_doc_num_sentences,10000,0.2689688230957415,0.08051875790415192,55
a1,github,qurater,rps_doc_unigram_entropy,10000,0.2705169557370782,0.17866087921250934,191
a1,github,qurater,rps_doc_frac_unique_words,10000,0.3850678287477356,-0.16676511282964265,14
a1,github,qurater,rps_doc_frac_no_alph_words,10000,0.25314460222411916,0.11905770968982818,153
a1,github,qurater,rps_doc_frac_chars_top_2gram,10000,0.3457914541768423,-0.020996469749346294,171
a1,github,qurater,rps_doc_frac_chars_top_3gram,10000,0.32580032502973644,-0.06430046068266992,159
a1,github,qurater,rps_lines_uppercase_letter_fraction,10000,0.26098859886017006,-0.17005047916654478,102
a1,github,qurater,rps_lines_ending_with_terminal_punctution_mark,10000,0.25568477926401495,0.19450483792191373,113
a1,github,qurater,rps_lines_numerical_chars_fraction,10000,0.2830092976418,0.024311113216417952,100
a1,github,qurater,rps_doc_mean_word_length,10000,0.31281442680575294,0.22727260058162493,176
a1,github,ad_en,rps_doc_word_count,10000,0.3115997300551523,-0.19804494286377247,81
a1,github,ad_en,rps_doc_num_sentences,10000,0.28215700148040523,0.0068839629215996625,75
a1,github,ad_en,rps_doc_unigram_entropy,10000,0.37305540661642517,-0.29964684288470506,56
a1,github,ad_en,rps_doc_frac_unique_words,10000,0.2973282501109317,0.17078166170187994,82
a1,github,ad_en,rps_doc_frac_no_alph_words,10000,0.3381002660618556,-0.02148622075839298,73
a1,github,ad_en,rps_doc_frac_chars_top_2gram,10000,0.3270634534154366,0.0009808235427368364,110
a1,github,ad_en,rps_doc_frac_chars_top_3gram,10000,0.28181217733856645,0.0864271807039963,144
a1,github,ad_en,rps_lines_uppercase_letter_fraction,10000,0.2565189950502835,-0.0823007032532685,74
a1,github,ad_en,rps_lines_ending_with_terminal_punctution_mark,10000,0.3575962593034884,-0.012461538436727248,62
a1,github,ad_en,rps_lines_numerical_chars_fraction,10000,0.26386805314086886,-0.1124151680578294,88
a1,github,ad_en,rps_doc_mean_word_length,10000,0.4336558176296784,0.06513534174333227,122
a1,github,rps_doc_word_count,rps_doc_num_sentences,10000,0.2652058262281153,0.26071145262801404,225
a1,github,rps_doc_word_count,rps_doc_unigram_entropy,10000,0.2632258105765011,0.6224572517163649,16
a1,github,rps_doc_word_count,rps_doc_frac_unique_words,10000,0.4448680243369292,-0.5155707862037551,203
a1,github,rps_doc_word_count,rps_doc_frac_no_alph_words,10000,0.3320029897481879,-0.2242503585568673,117
a1,github,rps_doc_word_count,rps_doc_frac_chars_top_2gram,10000,0.3771758016071561,-0.24479199071893057,36
a1,github,rps_doc_word_count,rps_doc_frac_chars_top_3gram,10000,0.40419831992300836,-0.4360323774653462,37
a1,github,rps_doc_word_count,rps_lines_uppercase_letter_fraction,10000,0.23632384472599707,0.21957817499802668,166
a1,github,rps_doc_word_count,rps_lines_ending_with_terminal_punctution_mark,10000,0.33314739322024683,-0.17008856204129488,83
a1,github,rps_doc_word_count,rps_lines_numerical_chars_fraction,10000,0.2878356291870669,0.2106393242924722,136
a1,github,rps_doc_word_count,rps_doc_mean_word_length,10000,0.38132517245524816,0.07574065431018427,94
a1,github,rps_doc_num_sentences,rps_doc_unigram_entropy,10000,0.3643022431108457,-0.09608985880773084,30
a1,github,rps_doc_num_sentences,rps_doc_frac_unique_words,10000,0.3148038223173007,0.13479846882445512,205
a1,github,rps_doc_num_sentences,rps_doc_frac_no_alph_words,10000,0.30631875822281707,-0.02581568387495998,139
a1,github,rps_doc_num_sentences,rps_doc_frac_chars_top_2gram,10000,0.3887314179968268,-0.18975412136965916,38
a1,github,rps_doc_num_sentences,rps_doc_frac_chars_top_3gram,10000,0.3502445447789441,-0.13658055196807642,42
a1,github,rps_doc_num_sentences,rps_lines_uppercase_letter_fraction,10000,0.27113494562621443,-0.030560016418266268,169
a1,github,rps_doc_num_sentences,rps_lines_ending_with_terminal_punctution_mark,10000,0.3059675411511212,0.09799681302984274,98
a1,github,rps_doc_num_sentences,rps_lines_numerical_chars_fraction,10000,0.2986862275292279,0.012953565113839332,140
a1,github,rps_doc_num_sentences,rps_doc_mean_word_length,10000,0.3828082093141397,0.07004534793074083,112
a1,github,rps_doc_unigram_entropy,rps_doc_frac_unique_words,10000,0.5061286693017853,-0.6459396835964764,4
a1,github,rps_doc_unigram_entropy,rps_doc_frac_no_alph_words,10000,0.277631626191841,-0.24250241984032525,89
a1,github,rps_doc_unigram_entropy,rps_doc_frac_chars_top_2gram,10000,0.31667145667649665,0.022910032964075993,216
a1,github,rps_doc_unigram_entropy,rps_doc_frac_chars_top_3gram,10000,0.3398657585833934,-0.2137081925775704,181
a1,github,rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,10000,0.2588561733926095,0.2811671821651873,64
a1,github,rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,10000,0.2654765975447262,-0.19209636665011354,78
a1,github,rps_doc_unigram_entropy,rps_lines_numerical_chars_fraction,10000,0.3529712934435684,0.25721420046746163,67
a1,github,rps_doc_unigram_entropy,rps_doc_mean_word_length,10000,0.2740515215897045,0.1504887763298125,147
a1,github,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,10000,0.3752387137572525,0.266018322806935,92
a1,github,rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,10000,0.3103059213535805,0.30357709065770583,33
a1,github,rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,10000,0.26228008862101454,0.4964512817952828,58
a1,github,rps_doc_frac_unique_words,rps_lines_uppercase_letter_fraction,10000,0.3725440058377519,-0.29165154711034663,126
a1,github,rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,10000,0.3961074217294681,0.25899899778445745,72
a1,github,rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,10000,0.35406196346308144,-0.2064454356750324,105
a1,github,rps_doc_frac_unique_words,rps_doc_mean_word_length,10000,0.4982430595073325,-0.16079949295880733,53
a1,github,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,10000,0.36709319545311647,0.13732375578142847,127
a1,github,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,10000,0.33280291820578367,0.18948543932000544,163
a1,github,rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,10000,0.31997154527350513,-0.4163933753518674,168
a1,github,rps_doc_frac_no_alph_words,rps_lines_ending_with_terminal_punctution_mark,10000,0.14075502889769276,0.35176750968280895,219
a1,github,rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,10000,0.3703726685255782,-0.06693361603506794,179
a1,github,rps_doc_frac_no_alph_words,rps_doc_mean_word_length,10000,0.2309724843531128,-0.1943500633070458,201
a1,github,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,10000,0.21938710846729756,0.5536739297656035,223
a1,github,rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,10000,0.33526608616785597,-0.08674803998735346,76
a1,github,rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,10000,0.3845315838232807,0.09367521696341205,125
a1,github,rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,10000,0.34299304092289634,-0.0491989250600439,116
a1,github,rps_doc_frac_chars_top_2gram,rps_doc_mean_word_length,10000,0.4540206117385327,-0.06010516120427573,135
a1,github,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,10000,0.31979161878746043,-0.1585669914712312,101
a1,github,rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,10000,0.3497520090661074,0.14442099403055395,167
a1,github,rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,10000,0.31851135895594684,-0.09616804913839384,149
a1,github,rps_doc_frac_chars_top_3gram,rps_doc_mean_word_length,10000,0.4282055224497626,-0.06906357451921974,156
a1,github,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,10000,0.34361528233386296,-0.7392884843816698,119
a1,github,rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,10000,0.254055689482566,0.10937236960781382,137
a1,github,rps_lines_uppercase_letter_fraction,rps_doc_mean_word_length,10000,0.385222214336871,-0.039385261388597693,128
a1,github,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,10000,0.3922948161429998,-0.09794508065080527,146
a1,github,rps_lines_ending_with_terminal_punctution_mark,rps_doc_mean_word_length,10000,0.18126046123357759,0.18768917417340925,175
a1,github,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,10000,0.4813434527309395,-0.03616067735838573,120
a1,stackexchange,fineweb_edu,fluency_en,10000,0.26748311986109685,0.20745349587218437,185
a1,stackexchange,fineweb_edu,modernbert_cleanliness,10000,0.20732709229268603,0.21809068304286566,195
a1,stackexchange,fineweb_edu,modernbert_readability,10000,0.28500542303319043,0.24331095348292872,196
a1,stackexchange,fineweb_edu,modernbert_reasoning,10000,0.19511519189138923,0.3391170104234122,210
a1,stackexchange,fineweb_edu,modernbert_professionalism,10000,0.2076547477378202,0.07185686508196584,202
a1,stackexchange,fineweb_edu,dsir_books,10000,0.31661848192969294,-0.1333206493479696,25
a1,stackexchange,fineweb_edu,dsir_wiki,10000,0.3182148541829983,-0.1337797396743757,23
a1,stackexchange,fineweb_edu,dsir_math,10000,0.30362956209136127,-0.11611208862706629,26
a1,stackexchange,fineweb_edu,qurater,10000,0.25374017365869145,0.27823003347754155,218
a1,stackexchange,fineweb_edu,ad_en,10000,0.23124300098882222,0.16237406128447956,170
a1,stackexchange,fineweb_edu,rps_doc_word_count,10000,0.2275291045309928,0.12789165781087308,70
a1,stackexchange,fineweb_edu,rps_doc_num_sentences,10000,0.24146279205898113,0.1453242851453961,66
a1,stackexchange,fineweb_edu,rps_doc_unigram_entropy,10000,0.2715013854156207,0.1040471635523995,180
a1,stackexchange,fineweb_edu,rps_doc_frac_unique_words,10000,0.3266572628290591,-0.24374791887849365,19
a1,stackexchange,fineweb_edu,rps_doc_frac_no_alph_words,10000,0.3797178338199522,-0.12739403039852315,104
a1,stackexchange,fineweb_edu,rps_doc_frac_chars_top_2gram,10000,0.30334737573706394,0.05608643722548731,160
a1,stackexchange,fineweb_edu,rps_doc_frac_chars_top_3gram,10000,0.34702072585271854,0.003924092867460729,155
a1,stackexchange,fineweb_edu,rps_lines_uppercase_letter_fraction,10000,0.36041330231839186,-0.010282385400282505,80
a1,stackexchange,fineweb_edu,rps_lines_ending_with_terminal_punctution_mark,10000,0.3338863009862324,-0.006727886351255611,71
a1,stackexchange,fineweb_edu,rps_lines_numerical_chars_fraction,10000,0.3376942834947082,-0.11321059002796792,103
a1,stackexchange,fineweb_edu,rps_doc_mean_word_length,10000,0.30327376185239374,0.10147282793321649,164
a1,stackexchange,fluency_en,modernbert_cleanliness,10000,0.19640678812634657,0.380602525975742,213
a1,stackexchange,fluency_en,modernbert_readability,10000,0.1993107779308527,0.33016983179724646,215
a1,stackexchange,fluency_en,modernbert_reasoning,10000,0.32002921209558705,0.11624519400048307,157
a1,stackexchange,fluency_en,modernbert_professionalism,10000,0.27517305923774815,-0.03464460230464983,118
a1,stackexchange,fluency_en,dsir_books,10000,0.22623970504010646,0.184048717744552,63
a1,stackexchange,fluency_en,dsir_wiki,10000,0.2255897616363912,0.17637766344403102,60
a1,stackexchange,fluency_en,dsir_math,10000,0.22379381648772387,0.1847406995864136,59
a1,stackexchange,fluency_en,qurater,10000,0.18249075024899836,0.5147047329593252,212
a1,stackexchange,fluency_en,ad_en,10000,0.2338989789338857,0.4227783624894713,178
a1,stackexchange,fluency_en,rps_doc_word_count,10000,0.28708320021575856,0.015773012254572685,86
a1,stackexchange,fluency_en,rps_doc_num_sentences,10000,0.26787004360511835,0.05220611101872682,85
a1,stackexchange,fluency_en,rps_doc_unigram_entropy,10000,0.23679095542085915,-0.05803476535191805,143
a1,stackexchange,fluency_en,rps_doc_frac_unique_words,10000,0.2659469349049845,-0.09943613584854885,46
a1,stackexchange,fluency_en,rps_doc_frac_no_alph_words,10000,0.2296099124320873,0.27422874752835186,189
a1,stackexchange,fluency_en,rps_doc_frac_chars_top_2gram,10000,0.26744826242373393,-0.028168576651527374,142
a1,stackexchange,fluency_en,rps_doc_frac_chars_top_3gram,10000,0.26579354081931744,0.0030271122003666406,158
a1,stackexchange,fluency_en,rps_lines_uppercase_letter_fraction,10000,0.2672679928076828,-0.12541191206782912,174
a1,stackexchange,fluency_en,rps_lines_ending_with_terminal_punctution_mark,10000,0.21815199686679743,0.2943325913349972,162
a1,stackexchange,fluency_en,rps_lines_numerical_chars_fraction,10000,0.2803005715931951,0.04521365838663178,132
a1,stackexchange,fluency_en,rps_doc_mean_word_length,10000,0.2541427387220646,0.11784694297621975,188
a1,stackexchange,modernbert_cleanliness,modernbert_readability,10000,0.19459438976017804,0.7494646697911779,224
a1,stackexchange,modernbert_cleanliness,modernbert_reasoning,10000,0.18524133475894386,0.5181459034326567,214
a1,stackexchange,modernbert_cleanliness,modernbert_professionalism,10000,0.14817409763338157,0.3967365912893589,161
a1,stackexchange,modernbert_cleanliness,dsir_books,10000,0.2654529162045533,-0.18692041746982602,32
a1,stackexchange,modernbert_cleanliness,dsir_wiki,10000,0.2658868111660857,-0.18826213532333627,31
a1,stackexchange,modernbert_cleanliness,dsir_math,10000,0.2536025055867783,-0.16947303386007423,29
a1,stackexchange,modernbert_cleanliness,qurater,10000,0.1777261843845903,0.5762707516005819,217
a1,stackexchange,modernbert_cleanliness,ad_en,10000,0.19925873092962207,0.19896569518002427,152
a1,stackexchange,modernbert_cleanliness,rps_doc_word_count,10000,0.20212227814373993,0.13830579727739745,57
a1,stackexchange,modernbert_cleanliness,rps_doc_num_sentences,10000,0.2157319863553832,0.08721819878792829,61
a1,stackexchange,modernbert_cleanliness,rps_doc_unigram_entropy,10000,0.213052536179645,0.20051167174109338,204
a1,stackexchange,modernbert_cleanliness,rps_doc_frac_unique_words,10000,0.2703241034918908,-0.2652950189285283,20
a1,stackexchange,modernbert_cleanliness,rps_doc_frac_no_alph_words,10000,0.3086257635697947,-0.03695878775785662,165
a1,stackexchange,modernbert_cleanliness,rps_doc_frac_chars_top_2gram,10000,0.2577156689963568,0.08998149593489205,186
a1,stackexchange,modernbert_cleanliness,rps_doc_frac_chars_top_3gram,10000,0.2959114822431068,0.03388495144207534,183
a1,stackexchange,modernbert_cleanliness,rps_lines_uppercase_letter_fraction,10000,0.3061247989775708,0.04253187259668345,91
a1,stackexchange,modernbert_cleanliness,rps_lines_ending_with_terminal_punctution_mark,10000,0.27253519958825634,0.026797601871178633,177
a1,stackexchange,modernbert_cleanliness,rps_lines_numerical_chars_fraction,10000,0.28352659824833276,-0.08993976099785696,108
a1,stackexchange,modernbert_cleanliness,rps_doc_mean_word_length,10000,0.2575969014618951,0.10041851407166574,190
a1,stackexchange,modernbert_readability,modernbert_reasoning,10000,0.34933054534537294,0.5958794223667943,194
a1,stackexchange,modernbert_readability,modernbert_professionalism,10000,0.2905998539711703,0.4758693395346934,133
a1,stackexchange,modernbert_readability,dsir_books,10000,0.3069994792223975,-0.4006258119342581,21
a1,stackexchange,modernbert_readability,dsir_wiki,10000,0.3042342647082926,-0.40038940567989406,24
a1,stackexchange,modernbert_readability,dsir_math,10000,0.30149837009063507,-0.38389464565094644,17
a1,stackexchange,modernbert_readability,qurater,10000,0.18962606695483297,0.5512784822024679,221
a1,stackexchange,modernbert_readability,ad_en,10000,0.2908273909705721,0.10537298597054735,138
a1,stackexchange,modernbert_readability,rps_doc_word_count,10000,0.3112261939203926,0.14716488487191298,50
a1,stackexchange,modernbert_readability,rps_doc_num_sentences,10000,0.2938939423602209,0.038025920297084355,54
a1,stackexchange,modernbert_readability,rps_doc_unigram_entropy,10000,0.1838149467101717,0.335576551348102,209
a1,stackexchange,modernbert_readability,rps_doc_frac_unique_words,10000,0.3007074002591925,-0.3894388022206793,12
a1,stackexchange,modernbert_readability,rps_doc_frac_no_alph_words,10000,0.2673382270669957,-0.14885801641657828,182
a1,stackexchange,modernbert_readability,rps_doc_frac_chars_top_2gram,10000,0.2412546955784528,0.13155351016844216,187
a1,stackexchange,modernbert_readability,rps_doc_frac_chars_top_3gram,10000,0.2444274875076865,0.030676316494238846,184
a1,stackexchange,modernbert_readability,rps_lines_uppercase_letter_fraction,10000,0.21856942700765158,0.10963966327311814,115
a1,stackexchange,modernbert_readability,rps_lines_ending_with_terminal_punctution_mark,10000,0.27588425549853507,-0.12207636338820257,154
a1,stackexchange,modernbert_readability,rps_lines_numerical_chars_fraction,10000,0.314523832347974,-0.11846269781730998,93
a1,stackexchange,modernbert_readability,rps_doc_mean_word_length,10000,0.2661698939327411,0.06928368739232074,200
a1,stackexchange,modernbert_reasoning,modernbert_professionalism,10000,0.09801445729347591,0.719553509623535,220
a1,stackexchange,modernbert_reasoning,dsir_books,10000,0.3589674960336551,-0.6598758771107588,6
a1,stackexchange,modernbert_reasoning,dsir_wiki,10000,0.36223382138273796,-0.6637762300577622,5
a1,stackexchange,modernbert_reasoning,dsir_math,10000,0.34270418002769354,-0.6427544836515449,7
a1,stackexchange,modernbert_reasoning,qurater,10000,0.2772689425914546,0.457751825861025,211
a1,stackexchange,modernbert_reasoning,ad_en,10000,0.22731795726598192,-0.05275662990134336,123
a1,stackexchange,modernbert_reasoning,rps_doc_word_count,10000,0.16993542438083095,0.20966789930142068,41
a1,stackexchange,modernbert_reasoning,rps_doc_num_sentences,10000,0.22976606454387383,0.056623713027558996,39
a1,stackexchange,modernbert_reasoning,rps_doc_unigram_entropy,10000,0.3064687979296531,0.6495520786369536,222
a1,stackexchange,modernbert_reasoning,rps_doc_frac_unique_words,10000,0.35822497696439526,-0.6192974828736058,8
a1,stackexchange,modernbert_reasoning,rps_doc_frac_no_alph_words,10000,0.4456992005745002,-0.2403165574257521,77
a1,stackexchange,modernbert_reasoning,rps_doc_frac_chars_top_2gram,10000,0.3307870212836025,0.3173520261349487,193
a1,stackexchange,modernbert_reasoning,rps_doc_frac_chars_top_3gram,10000,0.4142369426802383,0.16381658472236554,172
a1,stackexchange,modernbert_reasoning,rps_lines_uppercase_letter_fraction,10000,0.4490667522747358,0.16607529187771403,47
a1,stackexchange,modernbert_reasoning,rps_lines_ending_with_terminal_punctution_mark,10000,0.3863576273649124,-0.2021439353964971,79
a1,stackexchange,modernbert_reasoning,rps_lines_numerical_chars_fraction,10000,0.3456261635027802,-0.04736568100611453,84
a1,stackexchange,modernbert_reasoning,rps_doc_mean_word_length,10000,0.3333579470568565,0.09301328793633865,150
a1,stackexchange,modernbert_professionalism,dsir_books,10000,0.32445033657217465,-0.72412900478929,15
a1,stackexchange,modernbert_professionalism,dsir_wiki,10000,0.3256924351606516,-0.7185850555898505,13
a1,stackexchange,modernbert_professionalism,dsir_math,10000,0.3087977208801818,-0.6947676769796768,18
a1,stackexchange,modernbert_professionalism,qurater,10000,0.24079066203780866,0.27275038208592683,192
a1,stackexchange,modernbert_professionalism,ad_en,10000,0.2106555601245758,-0.0542195705856723,173
a1,stackexchange,modernbert_professionalism,rps_doc_word_count,10000,0.18221697270849654,0.0833707308240418,52
a1,stackexchange,modernbert_professionalism,rps_doc_num_sentences,10000,0.2284368834561149,-0.13546828501016556,48
a1,stackexchange,modernbert_professionalism,rps_doc_unigram_entropy,10000,0.24276715108105823,0.5834205107937183,141
a1,stackexchange,modernbert_professionalism,rps_doc_frac_unique_words,10000,0.30605052388749543,-0.42803503748671173,34
a1,stackexchange,modernbert_professionalism,rps_doc_frac_no_alph_words,10000,0.39139507114397065,-0.38244090348950016,40
a1,stackexchange,modernbert_professionalism,rps_doc_frac_chars_top_2gram,10000,0.27834969382351954,0.3057774958277141,151
a1,stackexchange,modernbert_professionalism,rps_doc_frac_chars_top_3gram,10000,0.35384602806399246,0.13923282001348436,145
a1,stackexchange,modernbert_professionalism,rps_lines_uppercase_letter_fraction,10000,0.378598060906849,0.33642973957742506,49
a1,stackexchange,modernbert_professionalism,rps_lines_ending_with_terminal_punctution_mark,10000,0.35266436756006886,-0.42308243100248394,35
a1,stackexchange,modernbert_professionalism,rps_lines_numerical_chars_fraction,10000,0.3048437863316193,-0.053929441669587096,87
a1,stackexchange,modernbert_professionalism,rps_doc_mean_word_length,10000,0.29432329157688353,-0.11748973145977305,90
a1,stackexchange,dsir_books,dsir_wiki,10000,0.008448226769895735,0.9992806913488069,231
a1,stackexchange,dsir_books,dsir_math,10000,0.020649514466759847,0.9952949480929494,229
a1,stackexchange,dsir_books,qurater,10000,0.27022895895399485,0.024893591454862658,28
a1,stackexchange,dsir_books,ad_en,10000,0.25197356454323533,0.2229260586901206,96
a1,stackexchange,dsir_books,rps_doc_word_count,10000,0.33203453900018765,-0.19824070753602732,198
a1,stackexchange,dsir_books,rps_doc_num_sentences,10000,0.2665682894674093,0.13686712501391354,206
a1,stackexchange,dsir_books,rps_doc_unigram_entropy,10000,0.33477754922199227,-0.7779473043121653,3
a1,stackexchange,dsir_books,rps_doc_frac_unique_words,10000,0.14863187955573456,0.6583069961233002,226
a1,stackexchange,dsir_books,rps_doc_frac_no_alph_words,10000,0.20850657776781287,0.5258900758522992,134
a1,stackexchange,dsir_books,rps_doc_frac_chars_top_2gram,10000,0.3276225678174301,-0.35958246541869016,11
a1,stackexchange,dsir_books,rps_doc_frac_chars_top_3gram,10000,0.29015691492659484,-0.14696630068727523,45
a1,stackexchange,dsir_books,rps_lines_uppercase_letter_fraction,10000,0.3170450832697575,-0.43927024051099717,130
a1,stackexchange,dsir_books,rps_lines_ending_with_terminal_punctution_mark,10000,0.17822614658530475,0.5770663870134147,114
a1,stackexchange,dsir_books,rps_lines_numerical_chars_fraction,10000,0.2801721371512185,0.09676435738894842,111
a1,stackexchange,dsir_books,rps_doc_mean_word_length,10000,0.2569166366238467,0.17057616071624496,69
a1,stackexchange,dsir_wiki,dsir_math,10000,0.025006173628530946,0.9963239179952391,230
a1,stackexchange,dsir_wiki,qurater,10000,0.27017475926622014,0.02074709665474951,27
a1,stackexchange,dsir_wiki,ad_en,10000,0.2541904135553404,0.2220992474424711,95
a1,stackexchange,dsir_wiki,rps_doc_word_count,10000,0.33526706452505506,-0.19859174636911414,199
a1,stackexchange,dsir_wiki,rps_doc_num_sentences,10000,0.269330707898908,0.13438748757206223,208
a1,stackexchange,dsir_wiki,rps_doc_unigram_entropy,10000,0.33312164539469175,-0.7878868147850511,2
a1,stackexchange,dsir_wiki,rps_doc_frac_unique_words,10000,0.14446011878328432,0.6681036044916674,227
a1,stackexchange,dsir_wiki,rps_doc_frac_no_alph_words,10000,0.2064479335772019,0.5115438393000004,131
a1,stackexchange,dsir_wiki,rps_doc_frac_chars_top_2gram,10000,0.3261951360128279,-0.36470056021397074,10
a1,stackexchange,dsir_wiki,rps_doc_frac_chars_top_3gram,10000,0.28790162270130826,-0.15333401561749516,44
a1,stackexchange,dsir_wiki,rps_lines_uppercase_letter_fraction,10000,0.3118526998904046,-0.4337740945009511,129
a1,stackexchange,dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,10000,0.1786540438092608,0.5648263330103351,109
a1,stackexchange,dsir_wiki,rps_lines_numerical_chars_fraction,10000,0.2797283023046322,0.09164515769911291,107
a1,stackexchange,dsir_wiki,rps_doc_mean_word_length,10000,0.2561808739796711,0.16696064969088423,68
a1,stackexchange,dsir_math,qurater,10000,0.26320221638170854,0.04532837993968709,22
a1,stackexchange,dsir_math,ad_en,10000,0.23958097584687235,0.2408317258333505,97
a1,stackexchange,dsir_math,rps_doc_word_count,10000,0.31905709617295663,-0.20464967437512846,197
a1,stackexchange,dsir_math,rps_doc_num_sentences,10000,0.2546444592034482,0.13084624466993525,207
a1,stackexchange,dsir_math,rps_doc_unigram_entropy,10000,0.3315295119702857,-0.7998570767165495,1
a1,stackexchange,dsir_math,rps_doc_frac_unique_words,10000,0.14578560498978282,0.6722995924039297,228
a1,stackexchange,dsir_math,rps_doc_frac_no_alph_words,10000,0.22170197509596065,0.48728505933515914,121
a1,stackexchange,dsir_math,rps_doc_frac_chars_top_2gram,10000,0.3251349940993754,-0.36934771333221367,9
a1,stackexchange,dsir_math,rps_doc_frac_chars_top_3gram,10000,0.29205577742578015,-0.15815403245721363,43
a1,stackexchange,dsir_math,rps_lines_uppercase_letter_fraction,10000,0.31791599586989827,-0.42410238938355743,124
a1,stackexchange,dsir_math,rps_lines_ending_with_terminal_punctution_mark,10000,0.1840615671749456,0.5596101603213418,99
a1,stackexchange,dsir_math,rps_lines_numerical_chars_fraction,10000,0.28173636033415317,0.07816263198486542,106
a1,stackexchange,dsir_math,rps_doc_mean_word_length,10000,0.2549217943941233,0.1661689183640603,65
a1,stackexchange,qurater,ad_en,10000,0.25724386892882495,0.2183160046732351,148
a1,stackexchange,qurater,rps_doc_word_count,10000,0.2841179766832127,0.06398309645029057,51
a1,stackexchange,qurater,rps_doc_num_sentences,10000,0.2634703737146624,0.13727812219800833,55
a1,stackexchange,qurater,rps_doc_unigram_entropy,10000,0.24497883934003872,0.0778058810755352,191
a1,stackexchange,qurater,rps_doc_frac_unique_words,10000,0.3041915908738451,-0.19139974967311096,14
a1,stackexchange,qurater,rps_doc_frac_no_alph_words,10000,0.2646269442129008,0.193314195996289,153
a1,stackexchange,qurater,rps_doc_frac_chars_top_2gram,10000,0.27799018963670424,0.047030320540576265,171
a1,stackexchange,qurater,rps_doc_frac_chars_top_3gram,10000,0.2900283040027515,0.04398574031690828,159
