dataset,unit_type,unit_id,model_family,model_repo,N_params_B,record_count,distinct_D_count,D_min_B_tokens,D_max_B_tokens,loss_column,source_role,track_key_status,p_recipe_group_candidate,p_recipe_status,p_D_status,p_loss_join_status,independent_recipe_count_contribution,eligible_as_real_p_variation,audit_locator,record_fingerprint_sha256,limitations
B5,cross_sectional_model_point,B5:row_0003:98f6016bd803,GPT-3,,0.125,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=3; locator only, not a join key",98f6016bd803b0fde355fd4c600e2fd900342f2504b95e1a6cf2779d8a8f6031,source=Kaplan et al. 2020; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0004:e1f3dd9a970c,GPT-3,,0.35,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=4; locator only, not a join key",e1f3dd9a970c413ad2fa2dfc0e88f65d9e68fcbd0581adee03c5dbdf9cbc7194,source=Kaplan et al. 2020; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0005:2117c788b177,GPT-3,,0.77,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=5; locator only, not a join key",2117c788b17716cb74fbb167b13e87dcbbcacd609ec39cde303b198b0125528b,source=Kaplan et al. 2020; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0006:73e5151b7152,GPT-3,,1.3,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=6; locator only, not a join key",73e5151b7152771a957283d5dfebd37a56cb2afb342c88a5d17db7e9be2f29e2,source=Kaplan et al. 2020; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0007:dff0e7b967be,GPT-3,,2.6,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=7; locator only, not a join key",dff0e7b967bea94eff409d097b89304bcdcc3d6788ef4f37083029c8b9aeeeb0,source=Kaplan et al. 2020; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0008:8a8c6c3ebbb6,GPT-3,,6.7,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=8; locator only, not a join key",8a8c6c3ebbb6402c6c664e949f587a74d214868e374708ffa4f65e1cac279e48,source=Kaplan et al. 2020; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0009:fc4e0eb1b78d,GPT-3,,13,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=9; locator only, not a join key",fc4e0eb1b78dcaf5356f25ae7d0311c8b668bb7ab77456bf1e90ef3ef2e5f5b8,source=Kaplan et al. 2020; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0010:8881982c4eca,GPT-3,,175,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Kaplan et al. 2020; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=10; locator only, not a join key",8881982c4eca3197402a771a2a611bb361ecd56a3381c3501fd3025e19a0d501,source=Kaplan et al. 2020; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0011:c1e3514bb803,Chinchilla,,0.5,1,1,5,5,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=11; locator only, not a join key",c1e3514bb803233fc9e6baff31d10d097b19ca8e79c124fff5d43e159272e01c,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0012:e5705dca66dd,Chinchilla,,1,1,1,20,20,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=12; locator only, not a join key",e5705dca66ddbc521d54aba71c73b4de64d34fffda758e4030330c655edf71e3,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0013:b7b888015db8,Chinchilla,,1.4,1,1,20,20,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=13; locator only, not a join key",b7b888015db8a6dd76eb3b0082b2b46b8b68cc39634526cd67f0c26193f1d3f3,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0014:e256e6e6a01d,Chinchilla,,4,1,1,80,80,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=14; locator only, not a join key",e256e6e6a01d182f24e4f4663118b5b724487604c4a1cb1974d651d92c08592f,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0015:b2476a80ae4e,Chinchilla,,7,1,1,140,140,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=15; locator only, not a join key",b2476a80ae4edd63016f5c2fabfd28d72feb258e549cbbc80c2ab271cd809fd9,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0016:b9973bf30e0c,Chinchilla,,13,1,1,260,260,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=16; locator only, not a join key",b9973bf30e0cb95e02d1634301b98f94d857661a270fd0f21e66b29302c3dc24,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0017:0276d1a73c96,Chinchilla,,20,1,1,400,400,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=17; locator only, not a join key",0276d1a73c964fa596ef0c3466b7fa0272ed88ab4042091a4d3298dacf784c60,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0018:a322cc8762cc,Chinchilla,,40,1,1,800,800,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=18; locator only, not a join key",a322cc8762ccd0b3b94c2610aabce02c19a2cfd23300d403385e70fae0080e66,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0019:890bc6a5fd00,Chinchilla,,70,1,1,1400,1400,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=19; locator only, not a join key",890bc6a5fd00f3caa0479a8bea0d9a7310abdf089010ddb4ec8b18b0580d20fe,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0020:a23fd728dfcd,Gopher,,0.2,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=20; locator only, not a join key",a23fd728dfcd1c9a07c5730f7da1fd0412d4cd8f5d4c4203bedb9a375188f17f,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0021:4028248430ca,Gopher,,0.5,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=21; locator only, not a join key",4028248430cac81bd356e9fcf7dd15a9ff8c702f65de8cf68807f3ca1c883b94,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0022:8d9019553f8a,Gopher,,1.4,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=22; locator only, not a join key",8d9019553f8a6db916db2393e392b02889256c08efdb42edb84027d5f3c6f414,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0023:c6b61d91f6bc,Gopher,,2.8,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=23; locator only, not a join key",c6b61d91f6bc5f64de1f3c751d9fd6e35db075ee36bd8bc0822ae0fa5af46337,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0024:07c4c5fce50f,Gopher,,7.6,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=24; locator only, not a join key",07c4c5fce50f291d51251e75c7204211628b32efb126c896859b3f2a1ae1f5fb,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0025:cef42e13d27d,Gopher,,40,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=25; locator only, not a join key",cef42e13d27d70525ecf404015ed18792acdd29a4e28302237113ea4e1d5db31,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0026:504ea4b6ae9e,Gopher,,280,1,1,300,300,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Hoffmann et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=26; locator only, not a join key",504ea4b6ae9e049d8abb0a448237f1a223702d8263b4837b6057548cd5bc309c,source=Hoffmann et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0027:c0ee4512be02,LLaMA,,7,1,1,1000,1000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Touvron et al. 2023; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=27; locator only, not a join key",c0ee4512be02c6f0acfb96367806aa16062024335553e7224caecd9cf90a246b,source=Touvron et al. 2023; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0028:286fb1c9cc07,LLaMA,,13,1,1,1000,1000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Touvron et al. 2023; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=28; locator only, not a join key",286fb1c9cc07152634326908d1f67a05aa8ac2a0b01c5e46179374b738f02671,source=Touvron et al. 2023; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0029:b6e9121983eb,LLaMA,,33,1,1,1000,1000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Touvron et al. 2023; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=29; locator only, not a join key",b6e9121983eb04df6b3754923c5ead4d38c7a9c19a4b75a5a4aa0ed3ea73d703,source=Touvron et al. 2023; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0030:c38e213d9b03,LLaMA,,65,1,1,1400,1400,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Touvron et al. 2023; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=30; locator only, not a join key",c38e213d9b0314a06847b600b6727bbd854be0d9e8b8f9e66b745ebfe6fb9753,source=Touvron et al. 2023; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0031:762e64310750,LLaMA-2,,7,1,1,2000,2000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Touvron et al. 2023; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=31; locator only, not a join key",762e6431075075bb18ef4e48712e02368fdf7d4baf460b901a932fdac8cce9b8,source=Touvron et al. 2023; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0032:dd9dd0870275,LLaMA-2,,13,1,1,2000,2000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Touvron et al. 2023; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=32; locator only, not a join key",dd9dd087027572f23e40cdcb5404ece963ae17eec5badec3da4ebe8e1afa6085,source=Touvron et al. 2023; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0033:66f5b3f8437f,LLaMA-2,,70,1,1,2000,2000,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Touvron et al. 2023; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=33; locator only, not a join key",66f5b3f8437f1803f666c0739b87b9253cd6b38b04103e08b0306bfdfee0de56,source=Touvron et al. 2023; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0034:39dcfa1e8364,PaLM,,8,1,1,780,780,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Chowdhery et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=34; locator only, not a join key",39dcfa1e83641f4e43840b09beb0820100db2a98b6982b2882a19b77c44b36d1,source=Chowdhery et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0035:541f58e52940,PaLM,,62,1,1,780,780,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Chowdhery et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=35; locator only, not a join key",541f58e52940c32ef07c4375be85bea096d6af2a0ce05c982fc4b8e95b79f6bb,source=Chowdhery et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0036:96e225c4c6c9,PaLM,,540,1,1,780,780,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Chowdhery et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=36; locator only, not a join key",96e225c4c6c9560a75adba108a573975f89969990c0b85fcf601edbac4d471ed,source=Chowdhery et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0037:7df40fb86f10,OPT,,1.3,1,1,180,180,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Zhang et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=37; locator only, not a join key",7df40fb86f108f0d14be4e0d9c416c02536e9f906c0ae86feeb5acbf04955c6a,source=Zhang et al. 2022; identical-row occurrence=1
B5,cross_sectional_model_point,B5:row_0038:5f7bbc86f4ea,OPT,,6.7,1,1,180,180,val_loss,"curated convergence/literature point; cross-sectional, not a training trajectory",paper citation string and family label only; no row-level run/checkpoint key,unresolved_source_specific_recipe,source citation lead=Zhang et al. 2022; no 17-domain p vector or run-level link in row,not applicable to a single endpoint point unless its run-level exposure path is separately sourced,NO: no p columns or verified p-to-Loss key,0 verified p vectors; do not count family/source labels as vectors,POTENTIAL ONLY after row-to-paper/model and taxonomy mapping is audited,"中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv#csv_line=38; locator only, not a join key",5f7bbc86f4ea584e2ebe4da9cb72833bf8864322a89545194ddd2ab7d5b2f840,source=Zhang et al. 2022; identical-row occurrence=1
