source_row_1based,Source,Year,Model,Average,Average_numeric,duplicate_group_rows,conflicting_duplicate_metrics,kept_for_summary
2339,Open LLM Leaderboard,2024,bamec66557/VICIOUS_MESH-12B_Razor,22.64,22.64,1,False,True
2340,Open LLM Leaderboard,2024,bamec66557/mergekit-model_stock-zdaysvi,26.24,26.24,1,False,True
2341,Open LLM Leaderboard,2024,bamec66557/mergekit-ties-sinbkow,26.28,26.28,1,False,True
2342,Open LLM Leaderboard,2025,belztjti/dffghgjh,16.67,16.67,1,False,True
2343,Open LLM Leaderboard,2025,belztjti/dtfgv,9.01,9.01,1,False,True
2344,Open LLM Leaderboard,2025,benhaotang/phi4-qwq-sky-t1,31.02,31.02,1,False,True
2345,Open LLM Leaderboard,2024,beomi/gemma-mling-7b,11.39,11.39,1,False,True
2346,Open LLM Leaderboard,2024,beowolx/CodeNinja-1.0-OpenChat-7B,20.46,20.46,1,False,True
2347,Open LLM Leaderboard,2024,berkeley-nest/Starling-LM-7B-alpha,20.84,20.84,1,False,True
2348,Open LLM Leaderboard,2024,bfuzzy1/Gunny,23.34,23.34,1,False,True
2349,Open LLM Leaderboard,2024,bfuzzy1/acheron,4.97,4.97,1,False,True
2350,Open LLM Leaderboard,2024,bfuzzy1/acheron-c,4.29,4.29,1,False,True
2351,Open LLM Leaderboard,2025,bfuzzy1/acheron-d,4.99,4.99,1,False,True
2352,Open LLM Leaderboard,2025,bfuzzy1/acheron-m,4.23,4.23,1,False,True
2353,Open LLM Leaderboard,2025,bfuzzy1/acheron-m1a-llama,3.35,3.35,1,False,True
2354,Open LLM Leaderboard,2025,bfuzzy1/llambses-1,19.84,19.84,1,False,True
2355,Open LLM Leaderboard,2024,bhuvneshsaini/merged_model,5.80,5.8,1,False,True
2356,Open LLM Leaderboard,2024,bigcode/starcoder2-15b,12.54,12.54,1,False,True
2357,Open LLM Leaderboard,2024,bigcode/starcoder2-3b,6.55,6.55,1,False,True
2358,Open LLM Leaderboard,2024,bigcode/starcoder2-7b,8.29,8.29,1,False,True
2359,Open LLM Leaderboard,2024,bigscience/bloom-1b1,4.03,4.03,1,False,True
2360,Open LLM Leaderboard,2024,bigscience/bloom-1b7,4.05,4.05,1,False,True
2361,Open LLM Leaderboard,2024,bigscience/bloom-3b,4.39,4.39,1,False,True
2362,Open LLM Leaderboard,2024,bigscience/bloom-560m,3.51,3.51,1,False,True
2363,Open LLM Leaderboard,2024,bigscience/bloom-7b1,3.80,3.8,1,False,True
2364,Open LLM Leaderboard,2025,bluuwhale/L3-SthenoMaid-8B-V1,25.84,25.84,1,False,True
2365,Open LLM Leaderboard,2025,bond005/meno-tiny-0.1,18.85,18.85,1,False,True
2366,Open LLM Leaderboard,2024,bosonai/Higgs-Llama-3-70B,33.53,33.53,1,False,True
2367,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,7.55,7.55,1,False,True
2368,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-1.5B-Reflective,8.71,8.71,1,False,True
2369,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-14B,13.94,13.94,1,False,True
2370,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-14B-ABUB-ST,29.31,29.31,1,False,True
2371,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt,17.92,17.92,1,False,True
2372,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored,16.62,16.62,1,False,True
2373,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,17.94,17.94,1,False,True
2374,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt-Reflective,17.87,17.87,1,False,True
2375,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Reflective,15.26,15.26,1,False,True
2376,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-14B-Reflective,14.39,14.39,1,False,True
2377,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-7B,11.40,11.4,1,False,True
2378,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-7B-Blunt,12.85,12.85,1,False,True
2379,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-7B-ORPO-Uncensored,10.72,10.72,1,False,True
2380,Open LLM Leaderboard,2025,braindao/DeepSeek-R1-Distill-Qwen-7B-Reflective,11.72,11.72,1,False,True
2381,Open LLM Leaderboard,2025,braindao/Qwen2.5-14B,32.44,32.44,1,False,True
2382,Open LLM Leaderboard,2025,braindao/Qwen2.5-14B-Instruct,41.61,41.61,1,False,True
2383,Open LLM Leaderboard,2025,braindao/iq-code-evmind-0.5b,7.02,7.02,1,False,True
2384,Open LLM Leaderboard,2024,brgx53/3Bgeneral-ECE-PRYMMAL-Martial,23.28,23.28,1,False,True
2385,Open LLM Leaderboard,2024,brgx53/3Bgeneralv2-ECE-PRYMMAL-Martial,31.48,31.48,1,False,True
2386,Open LLM Leaderboard,2024,brgx53/3Blareneg-ECE-PRYMMAL-Martial,22.76,22.76,1,False,True
2387,Open LLM Leaderboard,2024,brgx53/3Blarenegv2-ECE-PRYMMAL-Martial,31.46,31.46,1,False,True
2388,Open LLM Leaderboard,2025,brgx53/Barracuda-PRYMMAL-ECE-TW3,3.92,3.92,1,False,True
2389,Open LLM Leaderboard,2025,brgx53/LaConfiance-PRYMMAL-ECE-TW3,4.26,4.26,1,False,True
2390,Open LLM Leaderboard,2024,bunnycore/Best-Mix-Llama-3.1-8B,9.64,9.64,1,False,True
2391,Open LLM Leaderboard,2025,bunnycore/Blabbertron-1.0,36.22,36.22,1,False,True
2392,Open LLM Leaderboard,2025,bunnycore/Blabbertron-1.1,36.19,36.19,1,False,True
2393,Open LLM Leaderboard,2024,bunnycore/CyberCore-Qwen-2.1-7B,30.98,30.98,1,False,True
2394,Open LLM Leaderboard,2025,bunnycore/DeepQwen-3B-LCoT-SCE,20.34,20.34,1,False,True
2395,Open LLM Leaderboard,2025,bunnycore/DeepSeek-R1-Distill-Qwen-7B-RRP-Ex,14.62,14.62,1,False,True
2396,Open LLM Leaderboard,2025,bunnycore/DeepThinker-7B-Sce-v1,4.77,4.77,1,False,True
2397,Open LLM Leaderboard,2025,bunnycore/DeepThinker-7B-Sce-v2,5.52,5.52,1,False,True
2398,Open LLM Leaderboard,2024,bunnycore/FuseCyberMix-Qwen-2.5-7B-Instruct,34.51,34.51,1,False,True
2399,Open LLM Leaderboard,2024,bunnycore/FuseQwQen-7B,34.68,34.68,1,False,True
2400,Open LLM Leaderboard,2025,bunnycore/FwF-Qwen-7B-0.1,22.06,22.06,1,False,True
2401,Open LLM Leaderboard,2025,bunnycore/FwF-Qwen-7B-0.2,30.05,30.05,1,False,True
2402,Open LLM Leaderboard,2025,bunnycore/Gemma-2-2B-Smart,10.67,10.67,1,False,True
2403,Open LLM Leaderboard,2025,bunnycore/Gemma2-9B-TitanFusion,19.47,19.47,1,False,True
2404,Open LLM Leaderboard,2024,bunnycore/HyperLlama-3.1-8B,28.45,28.45,1,False,True
2405,Open LLM Leaderboard,2024,bunnycore/Llama-3.1-8B-TitanFusion-Mix,25.01,25.01,1,False,True
2406,Open LLM Leaderboard,2024,bunnycore/Llama-3.1-8B-TitanFusion-v3,24.22,24.22,1,False,True
2407,Open LLM Leaderboard,2024,bunnycore/Llama-3.2-3B-All-Mix,22.95,22.95,1,False,True
2408,Open LLM Leaderboard,2025,bunnycore/Llama-3.2-3B-Bespoke-Thought,18.01,18.01,1,False,True
2409,Open LLM Leaderboard,2024,bunnycore/Llama-3.2-3B-Booval,21.57,21.57,1,False,True
2410,Open LLM Leaderboard,2025,bunnycore/Llama-3.2-3B-Deep-Test,3.97,3.97,2,True,False
2411,Open LLM Leaderboard,2025,bunnycore/Llama-3.2-3B-Deep-Test,18.44,18.44,2,True,False
2412,Open LLM Leaderboard,2025,bunnycore/Llama-3.2-3B-Della,12.22,12.22,1,False,True
2413,Open LLM Leaderboard,2024,bunnycore/Llama-3.2-3B-Long-Think,19.83,19.83,1,False,True
2414,Open LLM Leaderboard,2024,bunnycore/Llama-3.2-3B-Mix-Skill,21.74,21.74,1,False,True
2415,Open LLM Leaderboard,2024,bunnycore/Llama-3.2-3B-ProdigyPlus,16.36,16.36,1,False,True
2416,Open LLM Leaderboard,2024,bunnycore/Llama-3.2-3B-ProdigyPlusPlus,6.71,6.71,1,False,True
2417,Open LLM Leaderboard,2024,bunnycore/Llama-3.2-3B-RP-DeepThink,23.21,23.21,1,False,True
2418,Open LLM Leaderboard,2025,bunnycore/Llama-3.2-3B-RRStock,22.67,22.67,1,False,True
2419,Open LLM Leaderboard,2025,bunnycore/Llama-3.2-3B-ToxicKod,21.27,21.27,1,False,True
2420,Open LLM Leaderboard,2025,bunnycore/Llama-3.2-3b-RP-Toxic-Fuse,25.28,25.28,1,False,True
2421,Open LLM Leaderboard,2025,bunnycore/Maestro-S1k-7B-Sce,6.84,6.84,1,False,True
2422,Open LLM Leaderboard,2024,bunnycore/Phi-3.5-mini-TitanFusion-0.1,26.24,26.24,1,False,True
2423,Open LLM Leaderboard,2025,bunnycore/Phi-4-Model-Stock,40.79,40.79,1,False,True
2424,Open LLM Leaderboard,2025,bunnycore/Phi-4-Model-Stock-v2,39.14,39.14,1,False,True
2425,Open LLM Leaderboard,2025,bunnycore/Phi-4-Model-Stock-v3,37.67,37.67,1,False,True
2426,Open LLM Leaderboard,2025,bunnycore/Phi-4-Model-Stock-v4,41.22,41.22,1,False,True
2427,Open LLM Leaderboard,2025,bunnycore/Phi-4-RP-v0,38.21,38.21,1,False,True
2428,Open LLM Leaderboard,2025,bunnycore/Phi-4-RR-Shoup,41.28,41.28,1,False,True
2429,Open LLM Leaderboard,2025,bunnycore/Phi-4-RStock-v0.1,41.10,41.1,1,False,True
2430,Open LLM Leaderboard,2025,bunnycore/Phi-4-ReasoningRP,40.95,40.95,1,False,True
2431,Open LLM Leaderboard,2025,bunnycore/Phi-4-Sce-exp-v0.1,41.33,41.33,1,False,True
2432,Open LLM Leaderboard,2025,bunnycore/Phi-4-Stock-Ex,40.22,40.22,1,False,True
2433,Open LLM Leaderboard,2025,bunnycore/Phi-4-Stock-RP,39.04,39.04,1,False,True
2434,Open LLM Leaderboard,2025,bunnycore/Phi-4-Trim-Exp1,4.50,4.5,1,False,True
2435,Open LLM Leaderboard,2025,bunnycore/Phi-Seek-4-Sce-V1,26.22,26.22,1,False,True
2436,Open LLM Leaderboard,2024,bunnycore/Qandora-2.5-7B-Creative,32.10,32.1,1,False,True
2437,Open LLM Leaderboard,2024,bunnycore/QandoraExp-7B,36.27,36.27,1,False,True
2438,Open LLM Leaderboard,2024,bunnycore/QandoraExp-7B-Persona,31.69,31.69,1,False,True
2439,Open LLM Leaderboard,2024,bunnycore/QandoraExp-7B-v2,31.13,31.13,1,False,True
2440,Open LLM Leaderboard,2024,bunnycore/QwQen-3B-LCoT,27.99,27.99,1,False,True
2441,Open LLM Leaderboard,2025,bunnycore/QwQen-3B-LCoT-R1,25.97,25.97,1,False,True
2442,Open LLM Leaderboard,2025,bunnycore/Qwen-2.5-7B-Deep-Sky-T1,15.01,15.01,1,False,True
2443,Open LLM Leaderboard,2025,bunnycore/Qwen-2.5-7B-Deep-Stock-v1,27.53,27.53,1,False,True
2444,Open LLM Leaderboard,2025,bunnycore/Qwen-2.5-7B-Deep-Stock-v4,36.10,36.1,1,False,True
2445,Open LLM Leaderboard,2025,bunnycore/Qwen-2.5-7B-Deep-Stock-v5,18.51,18.51,1,False,True
2446,Open LLM Leaderboard,2025,bunnycore/Qwen-2.5-7B-Exp-Sce,33.86,33.86,1,False,True
2447,Open LLM Leaderboard,2025,bunnycore/Qwen-2.5-7B-R1-Stock,35.32,35.32,1,False,True
2448,Open LLM Leaderboard,2025,bunnycore/Qwen-2.5-7B-Stock-Deep-Bespoke,23.47,23.47,1,False,True
2449,Open LLM Leaderboard,2025,bunnycore/Qwen-2.5-7b-S1k,34.59,34.59,1,False,True
2450,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-1.5B-Model-Stock,4.20,4.2,1,False,True
2451,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-3B-Model-Stock,27.52,27.52,1,False,True
2452,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-3B-Model-Stock-v2,27.69,27.69,1,False,True
2453,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-3B-Model-Stock-v3.1,27.97,27.97,1,False,True
2454,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-3B-Model-Stock-v3.2,27.39,27.39,1,False,True
2455,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-3B-Model-Stock-v4.1,27.74,27.74,1,False,True
2456,Open LLM Leaderboard,2024,bunnycore/Qwen2.5-3B-RP-Mix,25.51,25.51,1,False,True
2457,Open LLM Leaderboard,2024,bunnycore/Qwen2.5-3B-RP-Thinker,22.91,22.91,1,False,True
2458,Open LLM Leaderboard,2024,bunnycore/Qwen2.5-3B-RP-Thinker-V2,27.67,27.67,1,False,True
2459,Open LLM Leaderboard,2024,bunnycore/Qwen2.5-7B-CyberRombos,35.95,35.95,1,False,True
2460,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-Fuse-Exp,26.93,26.93,1,False,True
2461,Open LLM Leaderboard,2024,bunnycore/Qwen2.5-7B-Instruct-Fusion,33.10,33.1,1,False,True
2462,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-Instruct-Merge-Stock-v0.1,36.14,36.14,1,False,True
2463,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-MixStock-Sce-V0.3,11.64,11.64,1,False,True
2464,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-MixStock-V0.1,33.69,33.69,1,False,True
2465,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-R1-Bespoke-Stock,20.44,20.44,1,False,True
2466,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-R1-Bespoke-Task,15.75,15.75,1,False,True
2467,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-RRP-1M,33.68,33.68,1,False,True
2468,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-RRP-1M-Thinker,12.28,12.28,1,False,True
2469,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-RRP-ID,35.46,35.46,1,False,True
2470,Open LLM Leaderboard,2025,bunnycore/Qwen2.5-7B-Sky-R1-Mini,7.37,7.37,1,False,True
2471,Open LLM Leaderboard,2024,bunnycore/QwenMosaic-7B,31.30,31.3,1,False,True
2472,Open LLM Leaderboard,2024,bunnycore/Smol-Llama-3.2-3B,22.52,22.52,1,False,True
2473,Open LLM Leaderboard,2024,bunnycore/SmolLM2-1.7-Persona,14.53,14.53,1,False,True
2474,Open LLM Leaderboard,2024,bunnycore/SmolLM2-1.7B-roleplay-lora,14.48,14.48,1,False,True
2475,Open LLM Leaderboard,2024,bunnycore/Tulu-3.1-8B-SuperNova,30.99,30.99,1,False,True
2476,Open LLM Leaderboard,2024,byroneverson/Mistral-Small-Instruct-2409-abliterated,28.81,28.81,1,False,True
2477,Open LLM Leaderboard,2024,byroneverson/Yi-1.5-9B-Chat-16K-abliterated,26.95,26.95,1,False,True
2478,Open LLM Leaderboard,2024,byroneverson/Yi-1.5-9B-Chat-abliterated,26.27,26.27,1,False,True
2479,Open LLM Leaderboard,2024,c10x/Q-Pluse,3.63,3.63,1,False,True
2480,Open LLM Leaderboard,2024,c10x/longthinker,20.73,20.73,1,False,True
2481,Open LLM Leaderboard,2024,carsenk/flippa-v6,20.78,20.78,1,False,True
2482,Open LLM Leaderboard,2024,carsenk/phi3.5_mini_exp_825_uncensored,3.64,3.64,1,False,True
2483,Open LLM Leaderboard,2024,cat-searcher/gemma-2-9b-it-sppo-iter-1,21.94,21.94,1,False,True
2484,Open LLM Leaderboard,2024,cat-searcher/gemma-2-9b-it-sppo-iter-1-evol-1,21.53,21.53,1,False,True
2485,Open LLM Leaderboard,2025,cckm/tinymistral_950m,5.22,5.22,1,False,True
2486,Open LLM Leaderboard,2024,cgato/TheSalt-L3-8b-v0.3.2,7.40,7.4,1,False,True
2487,Open LLM Leaderboard,2024,chargoddard/prometheus-2-llama-3-8b,19.32,19.32,1,False,True
2488,Open LLM Leaderboard,2024,chujiezheng/Llama-3-Instruct-8B-SimPO-ExPO,23.05,23.05,1,False,True
2489,Open LLM Leaderboard,2024,chujiezheng/Mistral7B-PairRM-SPPO-ExPO,13.62,13.62,1,False,True
2490,Open LLM Leaderboard,2025,cjvt/GaMS-1B,4.62,4.62,1,False,True
2491,Open LLM Leaderboard,2024,cloudyu/Llama-3-70Bx2-MOE,35.67,35.67,1,False,True
2492,Open LLM Leaderboard,2025,cloudyu/Llama-3.2-3Bx4,19.00,19.0,1,False,True
2493,Open LLM Leaderboard,2025,cloudyu/Mixtral_11Bx2_MoE_19B,20.41,20.41,1,False,True
2494,Open LLM Leaderboard,2024,cloudyu/Mixtral_34Bx2_MoE_60B,27.61,27.61,1,False,True
2495,Open LLM Leaderboard,2024,cloudyu/Mixtral_7Bx2_MoE,21.45,21.45,1,False,True
2496,Open LLM Leaderboard,2025,cloudyu/S1-Llama-3.2-3Bx4-MoE,19.96,19.96,1,False,True
2497,Open LLM Leaderboard,2024,cloudyu/Yi-34Bx2-MoE-60B-DPO,26.04,26.04,1,False,True
2498,Open LLM Leaderboard,2024,cluebbers/Llama-3.1-8B-paraphrase-type-generation-apty-ipo,10.05,10.05,1,False,True
2499,Open LLM Leaderboard,2024,cluebbers/Llama-3.1-8B-paraphrase-type-generation-apty-sigmoid,10.07,10.07,1,False,True
2500,Open LLM Leaderboard,2024,cluebbers/Llama-3.1-8B-paraphrase-type-generation-etpc,9.68,9.68,1,False,True
2501,Open LLM Leaderboard,2025,cognitivecomputations/Dolphin3.0-Llama3.1-8B,25.27,25.27,1,False,True
2502,Open LLM Leaderboard,2025,cognitivecomputations/Dolphin3.0-Llama3.2-1B,11.14,11.14,1,False,True
2503,Open LLM Leaderboard,2025,cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,10.63,10.63,1,False,True
2504,Open LLM Leaderboard,2025,cognitivecomputations/Dolphin3.0-R1-Mistral-24B,23.51,23.51,1,False,True
2505,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9-llama3-8b,18.42,18.42,1,False,True
2506,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.1-llama-3-70b,25.53,25.53,1,False,True
2507,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.1-yi-1.5-34b,28.31,28.31,1,False,True
2508,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,25.64,25.64,1,False,True
2509,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.2-Phi-3-Medium-abliterated,25.59,25.59,2,True,False
2510,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.2-Phi-3-Medium-abliterated,28.54,28.54,2,True,False
2511,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.2-qwen2-72b,36.98,36.98,1,False,True
2512,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.2-qwen2-7b,21.27,21.27,1,False,True
2513,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.3-Yi-1.5-34B-32k,27.10,27.1,1,False,True
2514,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.3-mistral-7B-32k,19.35,19.35,1,False,True
2515,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.3-mistral-nemo-12b,24.97,24.97,1,False,True
2516,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.4-gemma2-2b,9.84,9.84,1,False,True
2517,Open LLM Leaderboard,2024,cognitivecomputations/dolphin-2.9.4-llama3.1-8b,7.13,7.13,1,False,True
2518,Open LLM Leaderboard,2024,collaiborateorg/Collaiborator-MEDLLM-Llama-3-8B-v2,17.94,17.94,1,False,True
2519,Open LLM Leaderboard,2024,cpayne1303/cp2024,3.70,3.7,1,False,True
2520,Open LLM Leaderboard,2024,cpayne1303/cp2024-instruct,4.32,4.32,1,False,True
2521,Open LLM Leaderboard,2024,cpayne1303/llama-43m-beta,5.29,5.29,2,True,False
2522,Open LLM Leaderboard,2024,cpayne1303/llama-43m-beta,5.42,5.42,2,True,False
2523,Open LLM Leaderboard,2024,cpayne1303/smallcp2024,3.54,3.54,1,False,True
2524,Open LLM Leaderboard,2025,crestf411/MN-Slush,22.14,22.14,1,False,True
2525,Open LLM Leaderboard,2024,cstr/llama3.1-8b-spaetzle-v90,27.86,27.86,1,False,True
2526,Open LLM Leaderboard,2024,cyberagent/calm3-22b-chat,21.45,21.45,1,False,True
2527,Open LLM Leaderboard,2024,darkc0de/BuddyGlassNeverSleeps,19.82,19.82,1,False,True
2528,Open LLM Leaderboard,2025,darkc0de/BuddyGlassUncensored2025.2,33.63,33.63,1,False,True
2529,Open LLM Leaderboard,2024,darkc0de/BuddyGlass_v0.3_Xortron7MethedUpSwitchedUp,22.33,22.33,1,False,True
2530,Open LLM Leaderboard,2024,databricks/dbrx-base,16.36,16.36,1,False,True
2531,Open LLM Leaderboard,2024,databricks/dbrx-instruct,25.20,25.2,1,False,True
2532,Open LLM Leaderboard,2024,databricks/dolly-v1-6b,6.98,6.98,1,False,True
2533,Open LLM Leaderboard,2024,databricks/dolly-v2-12b,6.37,6.37,1,False,True
2534,Open LLM Leaderboard,2024,databricks/dolly-v2-3b,5.60,5.6,1,False,True
2535,Open LLM Leaderboard,2024,databricks/dolly-v2-7b,5.65,5.65,1,False,True
2536,Open LLM Leaderboard,2024,davidkim205/Rhea-72b-v0.5,6.00,6.0,1,False,True
2537,Open LLM Leaderboard,2024,davidkim205/nox-solar-10.7b-v4,18.51,18.51,1,False,True
2538,Open LLM Leaderboard,2025,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,27.81,27.81,1,False,True
2539,Open LLM Leaderboard,2025,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,13.06,13.06,1,False,True
2540,Open LLM Leaderboard,2025,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,10.35,10.35,1,False,True
2541,Open LLM Leaderboard,2025,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,38.22,38.22,1,False,True
2542,Open LLM Leaderboard,2025,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,22.96,22.96,1,False,True
2543,Open LLM Leaderboard,2025,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,14.99,14.99,1,False,True
2544,Open LLM Leaderboard,2024,deepseek-ai/deepseek-llm-67b-chat,27.31,27.31,1,False,True
2545,Open LLM Leaderboard,2024,deepseek-ai/deepseek-llm-7b-base,8.23,8.23,1,False,True
2546,Open LLM Leaderboard,2024,deepseek-ai/deepseek-llm-7b-chat,14.82,14.82,1,False,True
2547,Open LLM Leaderboard,2024,deepseek-ai/deepseek-moe-16b-base,7.47,7.47,1,False,True
2548,Open LLM Leaderboard,2024,deepseek-ai/deepseek-moe-16b-chat,10.29,10.29,1,False,True
2549,Open LLM Leaderboard,2024,dfurman/CalmeRys-78B-Orpo-v0.1,51.23,51.23,1,False,True
2550,Open LLM Leaderboard,2024,dfurman/Llama-3-70B-Orpo-v0.1,18.30,18.3,1,False,True
2551,Open LLM Leaderboard,2024,dfurman/Llama-3-8B-Orpo-v0.1,10.89,10.89,2,True,False
2552,Open LLM Leaderboard,2024,dfurman/Llama-3-8B-Orpo-v0.1,11.08,11.08,2,True,False
2553,Open LLM Leaderboard,2024,dfurman/Qwen2-72B-Orpo-v0.1,44.17,44.17,1,False,True
2554,Open LLM Leaderboard,2024,dicta-il/dictalm2.0,11.90,11.9,1,False,True
2555,Open LLM Leaderboard,2024,dicta-il/dictalm2.0-instruct,16.78,16.78,1,False,True
2556,Open LLM Leaderboard,2024,distilbert/distilgpt2,4.00,4.0,1,False,True
2557,Open LLM Leaderboard,2024,divyanshukunwar/SASTRI_1_9B,19.42,19.42,1,False,True
2558,Open LLM Leaderboard,2024,djuna/G2-BigGSHT-27B-2,36.05,36.05,1,False,True
2559,Open LLM Leaderboard,2024,djuna/G2-GSHT,24.63,24.63,1,False,True
2560,Open LLM Leaderboard,2024,djuna/Gemma-2-gemmama-9b,28.75,28.75,1,False,True
2561,Open LLM Leaderboard,2024,djuna/L3.1-ForStHS,28.35,28.35,1,False,True
2562,Open LLM Leaderboard,2024,djuna/L3.1-Promissum_Mane-8B-Della-1.5-calc,29.59,29.59,1,False,True
2563,Open LLM Leaderboard,2024,djuna/L3.1-Promissum_Mane-8B-Della-calc,26.49,26.49,1,False,True
2564,Open LLM Leaderboard,2024,djuna/L3.1-Purosani-2-8B,23.11,23.11,1,False,True
2565,Open LLM Leaderboard,2024,djuna/L3.1-Suze-Vume-calc,26.00,26.0,1,False,True
2566,Open LLM Leaderboard,2024,djuna/MN-Chinofun,24.68,24.68,1,False,True
2567,Open LLM Leaderboard,2024,djuna/MN-Chinofun-12B-2,25.68,25.68,1,False,True
2568,Open LLM Leaderboard,2024,djuna/MN-Chinofun-12B-3,18.39,18.39,1,False,True
2569,Open LLM Leaderboard,2025,djuna/MN-Chinofun-12B-4,24.40,24.4,1,False,True
2570,Open LLM Leaderboard,2024,djuna/Q2.5-Partron-7B,35.11,35.11,1,False,True
2571,Open LLM Leaderboard,2024,djuna/Q2.5-Veltha-14B,42.52,42.52,1,False,True
2572,Open LLM Leaderboard,2024,djuna/Q2.5-Veltha-14B-0.5,41.61,41.61,1,False,True
2573,Open LLM Leaderboard,2024,djuna-test-lab/TEST-L3.2-ReWish-3B,22.57,22.57,1,False,True
2574,Open LLM Leaderboard,2024,djuna-test-lab/TEST-L3.2-ReWish-3B-ties-w-base,22.55,22.55,1,False,True
2575,Open LLM Leaderboard,2024,dnhkng/RYS-Medium,26.45,26.45,1,False,True
2576,Open LLM Leaderboard,2024,dnhkng/RYS-Llama-3-8B-Instruct,21.92,21.92,1,False,True
2577,Open LLM Leaderboard,2024,dnhkng/RYS-Llama-3-Huge-Instruct,34.64,34.64,1,False,True
2578,Open LLM Leaderboard,2024,dnhkng/RYS-Llama-3-Large-Instruct,35.98,35.98,1,False,True
2579,Open LLM Leaderboard,2024,dnhkng/RYS-Llama-3.1-8B-Instruct,26.76,26.76,1,False,True
2580,Open LLM Leaderboard,2024,dnhkng/RYS-Llama3.1-Large,42.71,42.71,1,False,True
2581,Open LLM Leaderboard,2024,dnhkng/RYS-Phi-3-medium-4k-instruct,29.09,29.09,1,False,True
2582,Open LLM Leaderboard,2024,dnhkng/RYS-XLarge,45.35,45.35,1,False,True
2583,Open LLM Leaderboard,2024,dnhkng/RYS-XLarge-base,44.10,44.1,1,False,True
2584,Open LLM Leaderboard,2024,dnhkng/RYS-XLarge2,35.05,35.05,1,False,True
2585,Open LLM Leaderboard,2024,dreamgen/WizardLM-2-7B,14.88,14.88,1,False,True
2586,Open LLM Leaderboard,2024,dustinwloring1988/Reflexis-8b-chat-v1,17.35,17.35,1,False,True
2587,Open LLM Leaderboard,2024,dustinwloring1988/Reflexis-8b-chat-v2,18.28,18.28,1,False,True
2588,Open LLM Leaderboard,2024,dustinwloring1988/Reflexis-8b-chat-v3,20.53,20.53,1,False,True
2589,Open LLM Leaderboard,2024,dustinwloring1988/Reflexis-8b-chat-v4,18.53,18.53,1,False,True
2590,Open LLM Leaderboard,2024,dustinwloring1988/Reflexis-8b-chat-v5,18.54,18.54,1,False,True
